device_id,timestamp,temperature_c,battery_level_v,signal_strength_dbm,packet_loss_pct,encryption_latency_ms,failure_risk
RADIO_051,2026-08-26 02:29:05,34.26,10.78,-64.23,0.62,18.35,0
RADIO_051,2026-08-26 03:29:05,34.84,10.78,-59.23,1.79,18.62,0
RADIO_051,2026-08-26 04:29:05,37.91,10.78,-62.88,1.9,19.79,0
RADIO_051,2026-08-26 05:29:05,36.32,10.77,-54.85,1.2,20.26,0
RADIO_051,2026-08-26 06:29:05,31.83,10.77,-65.34,0.65,21.81,0
RADIO_051,2026-08-26 07:29:05,35.13,10.77,-64.12,1.68,18.76,0
RADIO_051,2026-08-26 08:29:05,34.86,10.77,-69.19,0.76,22.41,0
RADIO_051,2026-08-26 09:29:05,36.01,10.77,-68.68,1.1,21.75,0
RADIO_051,2026-08-26 10:29:05,34.96,10.76,-55.96,0.38,21.31,0
RADIO_051,2026-08-26 11:29:05,34.27,10.76,-65.37,1.44,17.44,0
RADIO_051,2026-08-26 12:29:05,32.91,10.76,-60.38,1.26,20.97,0
RADIO_051,2026-08-26 13:29:05,30.55,10.76,-63.23,1.21,20.27,0
RADIO_051,2026-08-26 14:29:05,35.39,10.76,-72.93,1.54,22.04,0
RADIO_051,2026-08-26 15:29:05,34.57,10.75,-68.78,1.45,17.33,0
RADIO_051,2026-08-26 16:29:05,34.15,10.75,-61.93,1.67,21.71,0
RADIO_051,2026-08-26 17:29:05,34.27,10.75,-68.42,1.24,22.95,0
RADIO_051,2026-08-26 18:29:05,35.33,10.75,-70.67,0.49,15.72,0
RADIO_051,2026-08-26 19:29:05,35.34,10.75,-56.83,1.34,19.94,0
RADIO_051,2026-08-26 20:29:05,35.8,10.74,-66.99,1.11,18.71,0
RADIO_051,2026-08-26 21:29:05,33.0,10.74,-63.24,1.36,22.61,0
RADIO_051,2026-08-26 22:29:05,36.42,10.74,-53.96,1.22,19.22,0
RADIO_051,2026-08-26 23:29:05,32.39,10.74,-64.67,1.32,20.89,0
RADIO_051,2026-08-27 00:29:05,34.77,10.74,-60.22,0.86,21.47,0
RADIO_051,2026-08-27 01:29:05,35.2,10.73,-68.1,1.76,18.22,0
RADIO_051,2026-08-27 02:29:05,34.58,10.73,-64.7,1.06,21.58,0
RADIO_051,2026-08-27 03:29:05,36.04,10.73,-59.25,0.46,22.61,0
RADIO_051,2026-08-27 04:29:05,34.26,10.73,-66.68,0.99,20.06,0
RADIO_051,2026-08-27 05:29:05,32.2,10.73,-71.13,1.5,21.28,0
RADIO_051,2026-08-27 06:29:05,35.33,10.72,-65.93,1.11,20.31,0
RADIO_051,2026-08-27 07:29:05,36.07,10.72,-68.6,1.33,18.08,0
RADIO_051,2026-08-27 08:29:05,33.46,10.72,-65.34,1.3,17.82,0
RADIO_051,2026-08-27 09:29:05,34.2,10.72,-66.31,1.5,18.75,0
RADIO_051,2026-08-27 10:29:05,34.84,10.72,-60.86,0.68,19.94,0
RADIO_051,2026-08-27 11:29:05,36.56,10.71,-64.34,0.28,18.36,0
RADIO_051,2026-08-27 12:29:05,36.7,10.71,-64.77,1.82,21.31,0
RADIO_051,2026-08-27 13:29:05,35.57,10.71,-68.16,1.12,22.33,0
RADIO_051,2026-08-27 14:29:05,34.82,10.71,-68.91,0.52,21.71,0
RADIO_051,2026-08-27 15:29:05,34.62,10.71,-63.26,0.98,18.63,0
RADIO_051,2026-08-27 16:29:05,34.34,10.7,-74.97,0.5,19.33,0
RADIO_051,2026-08-27 17:29:05,32.41,10.7,-74.32,0.66,19.23,0
RADIO_051,2026-08-27 18:29:05,35.78,10.7,-78.64,0.77,18.83,0
RADIO_051,2026-08-27 19:29:05,33.83,10.7,-67.23,1.78,17.8,0
RADIO_051,2026-08-27 20:29:05,33.63,10.7,-69.93,0.61,19.33,0
RADIO_051,2026-08-27 21:29:05,36.9,10.69,-57.42,1.32,17.16,0
RADIO_051,2026-08-27 22:29:05,31.05,10.69,-63.17,0.64,21.75,0
RADIO_051,2026-08-27 23:29:05,36.12,10.69,-64.22,0.55,20.27,0
RADIO_051,2026-08-28 00:29:05,34.09,10.69,-70.62,0.61,18.99,0
RADIO_051,2026-08-28 01:29:05,35.21,10.69,-55.6,1.19,20.09,0
RADIO_051,2026-08-28 02:29:05,37.75,10.68,-61.57,1.02,17.85,0
RADIO_051,2026-08-28 03:29:05,36.56,10.68,-59.35,1.12,23.36,0
RADIO_051,2026-08-28 04:29:05,32.04,10.68,-62.62,0.14,19.84,0
RADIO_051,2026-08-28 05:29:05,36.1,10.68,-68.71,0.71,18.19,0
RADIO_051,2026-08-28 06:29:05,30.72,10.68,-62.67,0.01,19.02,0
RADIO_051,2026-08-28 07:29:05,33.69,10.67,-71.35,0.97,18.84,0
RADIO_051,2026-08-28 08:29:05,34.33,10.67,-66.66,1.37,16.88,0
RADIO_051,2026-08-28 09:29:05,33.49,10.67,-62.11,1.02,19.74,0
RADIO_051,2026-08-28 10:29:05,34.01,10.67,-60.13,1.58,21.84,0
RADIO_051,2026-08-28 11:29:05,35.35,10.67,-65.96,1.05,23.61,0
RADIO_051,2026-08-28 12:29:05,35.57,10.66,-55.99,1.14,22.58,0
RADIO_051,2026-08-28 13:29:05,36.58,10.66,-68.45,0.72,19.87,0
RADIO_051,2026-08-28 14:29:05,36.05,10.66,-66.19,0.95,17.87,0
RADIO_051,2026-08-28 15:29:05,37.83,10.66,-68.2,0.85,22.23,0
RADIO_051,2026-08-28 16:29:05,34.19,10.66,-73.49,1.05,19.02,0
RADIO_051,2026-08-28 17:29:05,37.11,10.65,-62.4,1.02,19.0,0
RADIO_051,2026-08-28 18:29:05,38.81,10.65,-75.34,1.36,20.07,0
RADIO_051,2026-08-28 19:29:05,35.63,10.65,-67.96,2.13,17.02,0
RADIO_051,2026-08-28 20:29:05,33.5,10.65,-66.0,0.48,17.3,0
RADIO_051,2026-08-28 21:29:05,37.3,10.65,-62.25,1.94,20.06,0
RADIO_051,2026-08-28 22:29:05,35.75,10.64,-57.26,1.88,22.39,0
RADIO_051,2026-08-28 23:29:05,31.19,10.64,-66.69,0.64,23.99,0
RADIO_051,2026-08-29 00:29:05,32.25,10.64,-64.03,1.59,22.81,0
RADIO_051,2026-08-29 01:29:05,33.66,10.64,-70.46,1.12,19.86,0
RADIO_051,2026-08-29 02:29:05,37.89,10.64,-61.05,1.97,17.79,0
RADIO_051,2026-08-29 03:29:05,38.39,10.63,-60.1,1.15,20.12,0
RADIO_051,2026-08-29 04:29:05,35.23,10.63,-69.3,0.81,17.73,0
RADIO_051,2026-08-29 05:29:05,38.38,10.63,-56.23,2.27,22.47,0
RADIO_051,2026-08-29 06:29:05,36.83,10.63,-59.58,0.33,19.32,0
RADIO_051,2026-08-29 07:29:05,31.77,10.63,-54.29,0.37,19.04,0
RADIO_051,2026-08-29 08:29:05,31.86,10.62,-70.2,0.63,19.22,0
RADIO_051,2026-08-29 09:29:05,32.57,10.62,-65.68,1.46,19.69,0
RADIO_051,2026-08-29 10:29:05,35.03,10.62,-65.05,0.79,18.56,0
RADIO_051,2026-08-29 11:29:05,37.54,10.62,-63.94,2.06,19.71,0
RADIO_051,2026-08-29 12:29:05,31.32,10.62,-59.87,0.69,20.54,0
RADIO_051,2026-08-29 13:29:05,35.91,10.61,-68.79,0.4,20.77,0
RADIO_051,2026-08-29 14:29:05,38.28,10.61,-61.34,0.26,18.93,0
RADIO_051,2026-08-29 15:29:05,35.52,10.61,-63.42,1.52,19.62,0
RADIO_051,2026-08-29 16:29:05,37.15,10.61,-67.15,0.91,17.94,0
RADIO_051,2026-08-29 17:29:05,38.03,10.61,-61.29,0.91,19.16,0
RADIO_051,2026-08-29 18:29:05,34.99,10.6,-56.28,0.65,20.22,0
RADIO_051,2026-08-29 19:29:05,36.62,10.6,-66.32,1.37,20.96,0
RADIO_051,2026-08-29 20:29:05,34.62,10.6,-76.11,1.1,24.88,0
RADIO_051,2026-08-29 21:29:05,39.8,10.6,-60.7,0.54,19.67,0
RADIO_051,2026-08-29 22:29:05,37.2,10.6,-58.85,1.13,20.11,0
RADIO_051,2026-08-29 23:29:05,34.21,10.59,-65.78,0.95,21.42,0
RADIO_051,2026-08-30 00:29:05,33.32,10.59,-70.87,1.27,19.75,0
RADIO_051,2026-08-30 01:29:05,36.84,10.59,-67.28,0.79,20.7,0
RADIO_051,2026-08-30 02:29:05,32.72,10.59,-62.19,1.04,22.68,0
RADIO_051,2026-08-30 03:29:05,35.55,10.59,-71.16,1.49,19.22,0
RADIO_051,2026-08-30 04:29:05,37.4,10.58,-63.76,0.77,20.93,0
RADIO_051,2026-08-30 05:29:05,38.09,10.58,-64.2,1.29,17.53,0
RADIO_051,2026-08-30 06:29:05,35.88,10.58,-70.4,1.45,19.59,0
RADIO_051,2026-08-30 07:29:05,39.39,10.58,-62.5,0.45,21.1,0
RADIO_051,2026-08-30 08:29:05,36.45,10.58,-72.92,0.55,21.69,0
RADIO_051,2026-08-30 09:29:05,32.59,10.57,-66.32,1.32,15.11,0
RADIO_051,2026-08-30 10:29:05,38.69,10.57,-65.06,1.27,27.91,0
RADIO_051,2026-08-30 11:29:05,33.41,10.57,-73.67,0.6,20.54,0
RADIO_051,2026-08-30 12:29:05,35.83,10.57,-70.56,1.14,21.99,0
RADIO_051,2026-08-30 13:29:05,35.91,10.57,-59.94,1.42,18.76,0
RADIO_051,2026-08-30 14:29:05,34.28,10.56,-71.11,0.27,16.17,0
RADIO_051,2026-08-30 15:29:05,33.82,10.56,-60.49,0.4,19.21,0
RADIO_052,2026-07-31 16:29:05,33.79,12.0,-61.75,0.9,19.27,0
RADIO_052,2026-07-31 17:29:05,34.4,12.0,-60.26,0.79,18.28,0
RADIO_052,2026-07-31 18:29:05,36.85,12.0,-65.52,0.88,22.39,0
RADIO_052,2026-07-31 19:29:05,35.88,11.99,-68.32,1.78,18.01,0
RADIO_052,2026-07-31 20:29:05,36.0,11.99,-59.9,0.6,20.56,0
RADIO_052,2026-07-31 21:29:05,33.79,11.99,-73.88,1.55,22.92,0
RADIO_052,2026-07-31 22:29:05,37.11,11.99,-69.42,0.99,16.65,0
RADIO_052,2026-07-31 23:29:05,32.75,11.99,-62.18,1.43,19.19,0
RADIO_052,2026-08-01 00:29:05,35.49,11.98,-67.27,0.25,18.69,0
RADIO_052,2026-08-01 01:29:05,35.15,11.98,-69.77,1.12,23.24,0
RADIO_052,2026-08-01 02:29:05,35.48,11.98,-63.78,0.84,18.49,0
RADIO_052,2026-08-01 03:29:05,32.05,11.98,-67.65,0.76,18.81,0
RADIO_052,2026-08-01 04:29:05,32.9,11.98,-65.94,0.52,19.79,0
RADIO_052,2026-08-01 05:29:05,35.99,11.97,-54.57,1.24,21.75,0
RADIO_052,2026-08-01 06:29:05,38.27,11.97,-62.82,0.49,22.85,0
RADIO_052,2026-08-01 07:29:05,33.86,11.97,-65.09,1.36,20.76,0
RADIO_052,2026-08-01 08:29:05,32.03,11.97,-65.11,1.1,15.8,0
RADIO_052,2026-08-01 09:29:05,34.09,11.97,-63.47,0.53,17.25,0
RADIO_052,2026-08-01 10:29:05,37.09,11.96,-66.23,1.8,19.08,0
RADIO_052,2026-08-01 11:29:05,31.53,11.96,-54.39,0.66,19.47,0
RADIO_052,2026-08-01 12:29:05,36.33,11.96,-66.57,0.7,18.79,0
RADIO_052,2026-08-01 13:29:05,31.16,11.96,-63.95,0.81,21.18,0
RADIO_052,2026-08-01 14:29:05,36.15,11.96,-57.16,1.29,16.5,0
RADIO_052,2026-08-01 15:29:05,36.82,11.95,-65.65,0.59,22.06,0
RADIO_052,2026-08-01 16:29:05,38.16,11.95,-64.75,0.25,19.16,0
RADIO_052,2026-08-01 17:29:05,34.82,11.95,-55.04,0.87,18.96,0
RADIO_052,2026-08-01 18:29:05,34.33,11.95,-69.87,1.21,19.76,0
RADIO_052,2026-08-01 19:29:05,34.83,11.95,-66.25,0.78,20.88,0
RADIO_052,2026-08-01 20:29:05,35.75,11.94,-69.87,0.49,21.18,0
RADIO_052,2026-08-01 21:29:05,33.84,11.94,-68.94,1.17,19.03,0
RADIO_052,2026-08-01 22:29:05,32.67,11.94,-69.2,0.38,20.11,0
RADIO_052,2026-08-01 23:29:05,36.06,11.94,-70.25,1.89,20.05,0
RADIO_052,2026-08-02 00:29:05,33.86,11.94,-60.21,0.55,17.88,0
RADIO_052,2026-08-02 01:29:05,35.69,11.93,-61.31,0.39,20.55,0
RADIO_052,2026-08-02 02:29:05,39.27,11.93,-61.12,0.22,22.54,0
RADIO_052,2026-08-02 03:29:05,35.13,11.93,-64.1,1.27,21.1,0
RADIO_052,2026-08-02 04:29:05,35.73,11.93,-61.09,1.46,19.6,0
RADIO_052,2026-08-02 05:29:05,33.48,11.93,-65.61,0.25,21.53,0
RADIO_052,2026-08-02 06:29:05,37.24,11.92,-56.15,0.26,18.5,0
RADIO_052,2026-08-02 07:29:05,34.06,11.92,-59.25,0.92,22.1,0
RADIO_052,2026-08-02 08:29:05,36.2,11.92,-63.07,0.77,18.82,0
RADIO_052,2026-08-02 09:29:05,34.98,11.92,-61.83,1.0,20.33,0
RADIO_052,2026-08-02 10:29:05,33.06,11.92,-65.66,0.77,22.05,0
RADIO_052,2026-08-02 11:29:05,36.65,11.91,-69.17,1.54,22.86,0
RADIO_052,2026-08-02 12:29:05,34.92,11.91,-54.08,0.53,18.84,0
RADIO_052,2026-08-02 13:29:05,36.28,11.91,-63.3,0.43,21.03,0
RADIO_052,2026-08-02 14:29:05,35.02,11.91,-62.38,0.89,23.05,0
RADIO_052,2026-08-02 15:29:05,35.33,11.91,-67.44,1.26,21.57,0
RADIO_052,2026-08-02 16:29:05,37.56,11.9,-56.21,1.58,21.29,0
RADIO_052,2026-08-02 17:29:05,33.22,11.9,-52.38,0.88,18.43,0
RADIO_052,2026-08-02 18:29:05,35.11,11.9,-64.43,0.58,22.94,0
RADIO_052,2026-08-02 19:29:05,38.18,11.9,-67.11,0.63,24.25,0
RADIO_052,2026-08-02 20:29:05,36.17,11.9,-64.9,1.32,18.65,0
RADIO_052,2026-08-02 21:29:05,36.6,11.89,-54.94,1.24,20.39,0
RADIO_052,2026-08-02 22:29:05,34.13,11.89,-63.43,0.22,17.86,0
RADIO_052,2026-08-02 23:29:05,33.87,11.89,-62.65,1.81,18.6,0
RADIO_052,2026-08-03 00:29:05,36.67,11.89,-57.92,0.77,23.38,0
RADIO_052,2026-08-03 01:29:05,33.05,11.89,-63.6,1.06,15.22,0
RADIO_052,2026-08-03 02:29:05,34.8,11.88,-70.91,2.02,16.17,0
RADIO_052,2026-08-03 03:29:05,35.48,11.88,-63.28,1.4,18.44,0
RADIO_052,2026-08-03 04:29:05,34.2,11.88,-68.14,0.64,18.27,0
RADIO_052,2026-08-03 05:29:05,34.99,11.88,-59.61,1.12,21.22,0
RADIO_052,2026-08-03 06:29:05,38.02,11.88,-57.9,0.46,18.65,0
RADIO_052,2026-08-03 07:29:05,37.95,11.87,-67.47,1.16,21.89,0
RADIO_052,2026-08-03 08:29:05,34.36,11.87,-59.8,0.57,25.28,0
RADIO_052,2026-08-03 09:29:05,37.66,11.87,-60.32,0.63,16.25,0
RADIO_052,2026-08-03 10:29:05,28.94,11.87,-61.15,0.83,19.88,0
RADIO_052,2026-08-03 11:29:05,38.72,11.87,-64.17,1.18,19.03,0
RADIO_052,2026-08-03 12:29:05,39.48,11.86,-64.05,1.55,22.74,0
RADIO_052,2026-08-03 13:29:05,33.6,11.86,-66.31,0.76,16.66,0
RADIO_052,2026-08-03 14:29:05,39.03,11.86,-63.22,1.17,21.93,0
RADIO_052,2026-08-03 15:29:05,33.26,11.86,-67.59,1.59,21.92,0
RADIO_052,2026-08-03 16:29:05,37.87,11.86,-77.54,0.85,20.84,0
RADIO_052,2026-08-03 17:29:05,37.2,11.85,-60.23,0.94,18.93,0
RADIO_052,2026-08-03 18:29:05,31.01,11.85,-66.7,0.63,19.6,0
RADIO_052,2026-08-03 19:29:05,32.96,11.85,-70.73,1.35,18.72,0
RADIO_052,2026-08-03 20:29:05,34.84,11.85,-63.14,1.01,20.21,0
RADIO_052,2026-08-03 21:29:05,35.04,11.85,-66.79,1.61,21.8,0
RADIO_052,2026-08-03 22:29:05,35.86,11.84,-63.4,1.27,19.46,0
RADIO_052,2026-08-03 23:29:05,33.52,11.84,-70.87,0.65,16.16,0
RADIO_052,2026-08-04 00:29:05,31.93,11.84,-62.17,1.79,16.17,0
RADIO_052,2026-08-04 01:29:05,34.67,11.84,-72.57,1.14,18.29,0
RADIO_052,2026-08-04 02:29:05,36.02,11.84,-73.73,1.57,21.67,0
RADIO_052,2026-08-04 03:29:05,34.33,11.83,-72.14,1.18,20.74,0
RADIO_052,2026-08-04 04:29:05,40.68,11.83,-68.29,0.95,19.6,0
RADIO_052,2026-08-04 05:29:05,38.29,11.83,-66.04,0.3,15.71,0
RADIO_052,2026-08-04 06:29:05,33.16,11.83,-70.34,1.13,18.26,0
RADIO_052,2026-08-04 07:29:05,36.03,11.83,-65.89,0.43,17.86,0
RADIO_052,2026-08-04 08:29:05,35.36,11.82,-65.29,0.83,19.76,0
RADIO_052,2026-08-04 09:29:05,38.42,11.82,-57.49,0.64,17.02,0
RADIO_052,2026-08-04 10:29:05,36.14,11.82,-66.83,1.02,19.35,0
RADIO_052,2026-08-04 11:29:05,37.52,11.82,-61.7,0.64,24.07,0
RADIO_052,2026-08-04 12:29:05,34.08,11.82,-63.89,1.66,25.71,0
RADIO_052,2026-08-04 13:29:05,35.29,11.81,-67.06,0.92,22.61,0
RADIO_052,2026-08-04 14:29:05,34.09,11.81,-63.08,1.15,21.36,0
RADIO_052,2026-08-04 15:29:05,32.08,11.81,-70.12,0.54,20.24,0
RADIO_052,2026-08-04 16:29:05,36.65,11.81,-62.48,1.14,21.05,0
RADIO_052,2026-08-04 17:29:05,36.97,11.81,-66.35,1.06,18.53,0
RADIO_052,2026-08-04 18:29:05,36.5,11.8,-60.16,1.54,20.89,0
RADIO_052,2026-08-04 19:29:05,34.49,11.8,-78.51,1.32,16.67,0
RADIO_052,2026-08-04 20:29:05,36.4,11.8,-65.86,1.69,20.88,0
RADIO_052,2026-08-04 21:29:05,32.86,11.8,-58.57,1.46,19.57,0
RADIO_052,2026-08-04 22:29:05,35.31,11.8,-59.8,2.54,17.15,0
RADIO_052,2026-08-04 23:29:05,37.01,11.79,-63.32,0.63,23.86,0
RADIO_052,2026-08-05 00:29:05,35.36,11.79,-64.39,1.04,21.88,0
RADIO_052,2026-08-05 01:29:05,33.91,11.79,-60.75,0.43,18.3,0
RADIO_052,2026-08-05 02:29:05,37.67,11.79,-67.71,0.06,20.5,0
RADIO_052,2026-08-05 03:29:05,36.36,11.79,-64.51,1.6,20.38,0
RADIO_052,2026-08-05 04:29:05,30.2,11.78,-63.73,0.51,19.14,0
RADIO_052,2026-08-05 05:29:05,35.11,11.78,-63.13,1.13,20.38,0
RADIO_052,2026-08-05 06:29:05,34.75,11.78,-62.89,0.51,21.05,0
RADIO_052,2026-08-05 07:29:05,38.99,11.78,-64.67,0.48,21.21,0
RADIO_052,2026-08-05 08:29:05,36.34,11.78,-69.08,1.36,19.34,0
RADIO_052,2026-08-05 09:29:05,34.74,11.77,-58.68,1.98,18.95,0
RADIO_052,2026-08-05 10:29:05,38.57,11.77,-67.52,0.85,22.64,0
RADIO_052,2026-08-05 11:29:05,35.97,11.77,-66.1,1.66,18.88,0
RADIO_052,2026-08-05 12:29:05,36.84,11.77,-66.47,0.67,17.74,0
RADIO_052,2026-08-05 13:29:05,37.38,11.77,-68.18,1.07,18.73,0
RADIO_052,2026-08-05 14:29:05,35.27,11.76,-71.98,0.79,18.51,0
RADIO_052,2026-08-05 15:29:05,34.66,11.76,-67.57,1.56,16.9,0
RADIO_052,2026-08-05 16:29:05,39.58,11.76,-63.66,1.41,15.46,0
RADIO_052,2026-08-05 17:29:05,34.58,11.76,-71.7,1.3,20.84,0
RADIO_052,2026-08-05 18:29:05,36.27,11.76,-63.22,0.48,17.12,0
RADIO_052,2026-08-05 19:29:05,33.16,11.75,-64.67,1.21,22.32,0
RADIO_052,2026-08-05 20:29:05,34.98,11.75,-59.14,1.48,19.94,0
RADIO_052,2026-08-05 21:29:05,35.72,11.75,-66.25,0.45,21.4,0
RADIO_052,2026-08-05 22:29:05,33.98,11.75,-60.01,1.37,23.63,0
RADIO_052,2026-08-05 23:29:05,37.48,11.75,-59.23,0.66,22.08,0
RADIO_052,2026-08-06 00:29:05,31.66,11.74,-63.36,0.94,21.41,0
RADIO_052,2026-08-06 01:29:05,36.04,11.74,-65.61,0.91,20.98,0
RADIO_052,2026-08-06 02:29:05,34.96,11.74,-56.21,1.37,19.91,0
RADIO_052,2026-08-06 03:29:05,35.39,11.74,-71.82,1.03,22.74,0
RADIO_052,2026-08-06 04:29:05,35.51,11.74,-67.96,1.04,18.51,0
RADIO_052,2026-08-06 05:29:05,33.28,11.73,-60.88,1.25,19.89,0
RADIO_052,2026-08-06 06:29:05,35.93,11.73,-68.81,0.79,17.11,0
RADIO_052,2026-08-06 07:29:05,33.64,11.73,-59.46,1.93,22.49,0
RADIO_052,2026-08-06 08:29:05,37.96,11.73,-65.34,0.89,18.87,0
RADIO_052,2026-08-06 09:29:05,36.45,11.73,-68.18,0.82,21.81,0
RADIO_052,2026-08-06 10:29:05,34.49,11.72,-64.36,1.94,20.9,0
RADIO_052,2026-08-06 11:29:05,36.72,11.72,-73.69,1.66,20.99,0
RADIO_052,2026-08-06 12:29:05,37.67,11.72,-61.99,1.25,19.6,0
RADIO_052,2026-08-06 13:29:05,35.21,11.72,-69.13,0.89,20.92,0
RADIO_052,2026-08-06 14:29:05,37.63,11.72,-63.69,1.37,20.46,0
RADIO_052,2026-08-06 15:29:05,34.29,11.71,-69.9,1.05,21.13,0
RADIO_052,2026-08-06 16:29:05,35.69,11.71,-59.44,0.45,21.49,0
RADIO_052,2026-08-06 17:29:05,36.45,11.71,-62.76,1.27,20.79,0
RADIO_052,2026-08-06 18:29:05,32.54,11.71,-63.65,1.16,22.31,0
RADIO_052,2026-08-06 19:29:05,30.83,11.71,-58.85,1.34,21.0,0
RADIO_052,2026-08-06 20:29:05,33.7,11.7,-64.28,1.18,16.55,0
RADIO_052,2026-08-06 21:29:05,34.28,11.7,-63.46,1.26,18.25,0
RADIO_052,2026-08-06 22:29:05,35.92,11.7,-62.59,1.52,23.9,0
RADIO_052,2026-08-06 23:29:05,38.52,11.7,-62.89,1.2,17.12,0
RADIO_052,2026-08-07 00:29:05,35.99,11.7,-70.33,0.75,19.88,0
RADIO_052,2026-08-07 01:29:05,37.17,11.69,-65.77,0.15,18.47,0
RADIO_052,2026-08-07 02:29:05,35.09,11.69,-81.29,1.67,18.61,0
RADIO_052,2026-08-07 03:29:05,35.69,11.69,-57.74,0.31,20.87,0
RADIO_052,2026-08-07 04:29:05,32.44,11.69,-63.11,0.61,20.3,0
RADIO_052,2026-08-07 05:29:05,35.75,11.69,-64.39,1.09,19.23,0
RADIO_052,2026-08-07 06:29:05,32.74,11.68,-58.25,0.9,19.53,0
RADIO_052,2026-08-07 07:29:05,33.37,11.68,-71.4,1.15,20.69,0
RADIO_052,2026-08-07 08:29:05,38.26,11.68,-71.63,1.01,18.43,0
RADIO_052,2026-08-07 09:29:05,33.54,11.68,-59.13,0.33,22.78,0
RADIO_052,2026-08-07 10:29:05,34.18,11.68,-61.57,1.03,20.43,0
RADIO_052,2026-08-07 11:29:05,36.31,11.67,-62.3,0.74,20.63,0
RADIO_052,2026-08-07 12:29:05,31.62,11.67,-65.26,1.99,18.91,0
RADIO_052,2026-08-07 13:29:05,31.64,11.67,-62.03,2.57,22.19,0
RADIO_052,2026-08-07 14:29:05,34.26,11.67,-69.74,1.13,19.95,0
RADIO_052,2026-08-07 15:29:05,33.21,11.67,-62.07,1.13,18.15,0
RADIO_052,2026-08-07 16:29:05,36.05,11.66,-67.21,1.06,23.4,0
RADIO_052,2026-08-07 17:29:05,36.35,11.66,-64.11,1.09,17.58,0
RADIO_052,2026-08-07 18:29:05,36.54,11.66,-65.4,1.15,16.62,0
RADIO_052,2026-08-07 19:29:05,34.43,11.66,-62.38,1.1,17.0,0
RADIO_052,2026-08-07 20:29:05,34.03,11.66,-61.57,0.78,20.9,0
RADIO_052,2026-08-07 21:29:05,35.79,11.65,-57.0,1.22,23.53,0
RADIO_052,2026-08-07 22:29:05,38.11,11.65,-65.76,1.6,15.06,0
RADIO_052,2026-08-07 23:29:05,36.33,11.65,-56.93,1.17,24.14,0
RADIO_052,2026-08-08 00:29:05,32.95,11.65,-63.2,1.34,23.66,0
RADIO_052,2026-08-08 01:29:05,36.75,11.65,-64.28,1.31,19.4,0
RADIO_052,2026-08-08 02:29:05,36.06,11.64,-61.98,1.71,18.5,0
RADIO_052,2026-08-08 03:29:05,34.09,11.64,-64.71,1.49,20.1,0
RADIO_052,2026-08-08 04:29:05,34.35,11.64,-62.8,0.8,21.3,0
RADIO_052,2026-08-08 05:29:05,34.88,11.64,-67.73,2.25,17.61,0
RADIO_052,2026-08-08 06:29:05,33.95,11.64,-69.61,1.22,21.92,0
RADIO_052,2026-08-08 07:29:05,37.32,11.63,-66.38,0.79,20.94,0
RADIO_052,2026-08-08 08:29:05,32.48,11.63,-69.25,0.99,19.25,0
RADIO_052,2026-08-08 09:29:05,33.72,11.63,-49.75,1.19,20.26,0
RADIO_052,2026-08-08 10:29:05,36.2,11.63,-57.68,1.12,20.93,0
RADIO_052,2026-08-08 11:29:05,36.55,11.63,-71.9,1.71,17.24,0
RADIO_052,2026-08-08 12:29:05,36.18,11.62,-73.36,1.7,23.68,0
RADIO_052,2026-08-08 13:29:05,31.45,11.62,-58.65,1.44,17.71,0
RADIO_052,2026-08-08 14:29:05,36.09,11.62,-72.57,0.98,19.61,0
RADIO_052,2026-08-08 15:29:05,33.53,11.62,-77.69,1.28,18.81,0
RADIO_052,2026-08-08 16:29:05,31.77,11.62,-63.29,0.49,21.31,0
RADIO_052,2026-08-08 17:29:05,34.13,11.61,-64.58,1.04,22.21,0
RADIO_052,2026-08-08 18:29:05,34.44,11.61,-74.0,1.0,19.67,0
RADIO_052,2026-08-08 19:29:05,33.5,11.61,-60.28,1.33,19.96,0
RADIO_052,2026-08-08 20:29:05,34.1,11.61,-60.01,1.49,18.68,0
RADIO_052,2026-08-08 21:29:05,35.62,11.61,-62.97,1.26,18.24,0
RADIO_052,2026-08-08 22:29:05,33.03,11.6,-74.21,1.31,20.08,0
RADIO_052,2026-08-08 23:29:05,37.9,11.6,-62.86,1.11,22.19,0
RADIO_052,2026-08-09 00:29:05,36.8,11.6,-65.49,1.78,17.3,0
RADIO_052,2026-08-09 01:29:05,37.74,11.6,-64.22,0.23,13.23,0
RADIO_052,2026-08-09 02:29:05,33.12,11.6,-47.35,1.71,20.37,0
RADIO_052,2026-08-09 03:29:05,33.21,11.59,-59.42,1.31,17.75,0
RADIO_052,2026-08-09 04:29:05,39.69,11.59,-65.43,0.04,20.44,0
RADIO_052,2026-08-09 05:29:05,34.63,11.59,-74.88,1.61,17.62,0
RADIO_052,2026-08-09 06:29:05,34.51,11.59,-58.24,1.59,18.55,0
RADIO_052,2026-08-09 07:29:05,31.68,11.59,-63.34,0.97,16.6,0
RADIO_052,2026-08-09 08:29:05,34.51,11.58,-66.89,1.41,19.17,0
RADIO_052,2026-08-09 09:29:05,30.51,11.58,-62.79,0.54,18.76,0
RADIO_052,2026-08-09 10:29:05,37.36,11.58,-60.24,1.49,21.84,0
RADIO_052,2026-08-09 11:29:05,33.78,11.58,-72.27,0.97,20.87,0
RADIO_052,2026-08-09 12:29:05,35.38,11.58,-72.71,0.75,21.87,0
RADIO_052,2026-08-09 13:29:05,35.4,11.57,-60.29,0.56,18.45,0
